Batch_ID,Medicine_Name,Category,Manufacturer,Manufacturing_Date,Expiry_Date,Unit_Cost_USD,Selling_Price_USD,Quantity_In_Stock,Reorder_Level,Sales_Last_30_Days,Storage_Condition,Days_to_Expiry,Daily_Consumption_Rate,Days_to_Exhaust_Stock,Expiry_Risk_Level,AI_Recommendation
BATCH-1592,Paracetamol,Analgesics,Pfizer,2023-09-29,2025-05-15,8.5,13.65,28,38,332,Refrigerated,500,11.0666666666666,2.53012048192771,Low Risk,Reorder stock soon
BATCH-1593,Levothyroxine,Endocrinology,GlaxoSmithKline,2023-07-12,2025-12-06,23.01,36.56,184,86,32,Cool Dry Place,705,1.06666666666666,172.5,Low Risk,No immediate action required
BATCH-1594,Amlodipine,Cardiology,Pfizer,2023-05-28,2025-04-11,42.79,58.04,217,26,373,Refrigerated,466,12.4333333333333,17.4530831099195,Low Risk,No immediate action required
BATCH-1595,Levothyroxine,Endocrinology,Sanofi,2023-07-01,2026-05-01,35.17,45.82,386,22,286,Refrigerated,851,9.53333333333333,40.4895104895104,Low Risk,No immediate action required
BATCH-1596,Levothyroxine,Endocrinology,Merck,2023-09-04,2025-11-27,29.13,41.61,340,83,416,Cool Dry Place,696,13.8666666666666,24.5192307692307,Low Risk,No immediate action required
BATCH-1597,Lisinopril,Cardiology,Sanofi,2023-11-21,2025-04-17,42.5,75.05,424,72,387,Refrigerated,472,12.9,32.8682170542635,Low Risk,No immediate action required
BATCH-1598,Sertraline,Psychiatry,AstraZeneca,2023-11-24,2026-10-05,12.18,14.83,436,37,94,Cool Dry Place,1008,3.13333333333333,139.148936170212,Low Risk,No immediate action required
BATCH-1599,Omeprazole,Gastroenterology,Cipla,2023-12-21,2025-09-17,24.6,32.79,232,30,81,Refrigerated,625,2.7,85.9259259259259,Low Risk,No immediate action required
BATCH-1600,Amoxicillin,Antibiotics,AstraZeneca,2023-08-27,2025-10-24,10.14,14.73,336,71,387,Refrigerated,662,12.9,26.0465116279069,Low Risk,No immediate action required
BATCH-1601,Paracetamol,Analgesics,Sanofi,2023-11-08,2026-09-04,20.71,31.99,96,77,395,Cool Dry Place,977,13.1666666666666,7.29113924050633,Low Risk,No immediate action required
BATCH-1602,Sertraline,Psychiatry,Pfizer,2023-04-16,2026-01-01,21.74,35.37,412,38,123,Refrigerated,731,4.1,100.487804878048,Low Risk,No immediate action required
BATCH-1603,Ibuprofen,Analgesics,AstraZeneca,2023-09-01,2025-01-05,43.95,60.69,486,93,107,Cool Dry Place,370,3.56666666666666,136.26168224299,Low Risk,No immediate action required
BATCH-1604,Albuterol,Respiratory,Novartis,2023-02-13,2025-01-29,4.92,6.79,181,33,158,Room Temperature,394,5.26666666666666,34.3670886075949,Low Risk,No immediate action required
BATCH-1605,Metformin,Diabetes,AstraZeneca,2023-11-19,2026-10-10,22.03,31.48,340,54,98,Cool Dry Place,1013,3.26666666666666,104.081632653061,Low Risk,No immediate action required
BATCH-1606,Albuterol,Respiratory,GlaxoSmithKline,2023-05-06,2025-10-22,49.45,59.78,117,35,160,Cool Dry Place,660,5.33333333333333,21.9375,Low Risk,No immediate action required
BATCH-1607,Sertraline,Psychiatry,Merck,2023-06-20,2025-06-04,35.62,54.46,452,91,453,Cool Dry Place,520,15.1,29.933774834437,Low Risk,No immediate action required
BATCH-1608,Sertraline,Psychiatry,AstraZeneca,2023-03-10,2025-07-13,10.75,18.5,352,73,6,Cool Dry Place,559,0.2,1760.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1609,Albuterol,Respiratory,Sanofi,2023-07-30,2025-09-30,26.15,37.87,315,82,507,Room Temperature,638,16.9,18.6390532544378,Low Risk,No immediate action required
BATCH-1610,Azithromycin,Antibiotics,Pfizer,2023-07-12,2025-11-01,12.75,17.47,279,26,387,Refrigerated,670,12.9,21.6279069767441,Low Risk,No immediate action required
BATCH-1611,Ibuprofen,Analgesics,Sanofi,2023-05-07,2025-11-27,11.39,14.23,173,76,129,Cool Dry Place,696,4.3,40.2325581395348,Low Risk,No immediate action required
BATCH-1612,Metformin,Diabetes,Novartis,2023-10-25,2025-08-22,1.79,2.31,362,46,151,Refrigerated,599,5.03333333333333,71.9205298013245,Low Risk,No immediate action required
BATCH-1613,Omeprazole,Gastroenterology,Cipla,2023-09-08,2025-03-09,44.05,76.34,433,66,525,Refrigerated,433,17.5,24.7428571428571,Low Risk,No immediate action required
BATCH-1614,Amoxicillin,Antibiotics,Sanofi,2023-03-05,2025-01-02,17.65,22.65,226,83,236,Room Temperature,367,7.86666666666666,28.728813559322,Low Risk,No immediate action required
BATCH-1615,Metoprolol,Cardiology,Merck,2023-12-06,2026-12-05,14.19,17.04,352,99,250,Refrigerated,1069,8.33333333333333,42.2399999999999,Low Risk,No immediate action required
BATCH-1616,Amoxicillin,Antibiotics,Novartis,2023-10-28,2024-11-28,49.17,63.11,192,62,490,Cool Dry Place,332,16.3333333333333,11.7551020408163,Low Risk,No immediate action required
BATCH-1617,Metformin,Diabetes,Novartis,2023-01-02,2025-12-04,21.55,26.17,195,35,392,Cool Dry Place,703,13.0666666666666,14.9234693877551,Low Risk,No immediate action required
BATCH-1618,Atorvastatin,Cardiology,GlaxoSmithKline,2023-10-28,2025-06-16,39.91,71.56,442,52,543,Cool Dry Place,532,18.1,24.4198895027624,Low Risk,No immediate action required
BATCH-1619,Sertraline,Psychiatry,GlaxoSmithKline,2023-11-20,2026-04-07,8.51,14.31,273,36,204,Cool Dry Place,827,6.8,40.1470588235294,Low Risk,No immediate action required
BATCH-1620,Lisinopril,Cardiology,Sanofi,2023-06-02,2026-01-24,19.96,34.35,449,20,142,Room Temperature,754,4.73333333333333,94.8591549295774,Low Risk,No immediate action required
BATCH-1621,Omeprazole,Gastroenterology,Pfizer,2023-08-09,2026-03-23,43.71,66.92,153,50,554,Cool Dry Place,812,18.4666666666666,8.28519855595668,Low Risk,No immediate action required
BATCH-1622,Omeprazole,Gastroenterology,Novartis,2023-07-01,2024-09-14,38.61,52.31,17,24,220,Cool Dry Place,257,7.33333333333333,2.31818181818181,Low Risk,Reorder stock soon
BATCH-1623,Gabapentin,Neurology,Novartis,2023-10-21,2026-08-29,6.21,8.17,479,22,515,Cool Dry Place,971,17.1666666666666,27.9029126213592,Low Risk,No immediate action required
BATCH-1624,Gabapentin,Neurology,Cipla,2023-08-07,2025-04-06,36.94,52.89,131,43,129,Refrigerated,461,4.3,30.4651162790697,Low Risk,No immediate action required
BATCH-1625,Amlodipine,Cardiology,Novartis,2023-09-18,2026-01-01,45.22,79.63,438,71,93,Cool Dry Place,731,3.1,141.290322580645,Low Risk,No immediate action required
BATCH-1626,Amlodipine,Cardiology,Pfizer,2023-05-17,2025-06-10,13.66,21.21,232,62,595,Room Temperature,526,19.8333333333333,11.6974789915966,Low Risk,No immediate action required
BATCH-1627,Metformin,Diabetes,AstraZeneca,2023-04-28,2025-12-26,41.98,61.63,239,25,272,Refrigerated,725,9.06666666666666,26.360294117647,Low Risk,No immediate action required
BATCH-1628,Lisinopril,Cardiology,Cipla,2023-03-16,2024-04-25,27.45,37.14,33,20,364,Room Temperature,115,12.1333333333333,2.71978021978022,Low Risk,No immediate action required
BATCH-1629,Gabapentin,Neurology,GlaxoSmithKline,2023-04-20,2024-05-27,26.87,35.94,402,48,146,Cool Dry Place,147,4.86666666666666,82.6027397260274,Low Risk,No immediate action required
BATCH-1630,Levothyroxine,Endocrinology,AstraZeneca,2023-01-07,2024-09-09,41.12,53.46,72,49,149,Refrigerated,252,4.96666666666666,14.496644295302,Low Risk,No immediate action required
BATCH-1631,Amoxicillin,Antibiotics,Pfizer,2023-04-05,2024-07-26,44.88,61.32,255,27,383,Room Temperature,207,12.7666666666666,19.9738903394255,Low Risk,No immediate action required
BATCH-1632,Amlodipine,Cardiology,Sanofi,2023-03-12,2024-08-03,5.66,9.54,41,65,15,Room Temperature,215,0.5,82.0,Low Risk,Reorder stock soon
BATCH-1633,Sertraline,Psychiatry,AstraZeneca,2023-07-06,2024-07-09,31.55,40.12,70,80,560,Cool Dry Place,190,18.6666666666666,3.74999999999999,Low Risk,Reorder stock soon
BATCH-1634,Lisinopril,Cardiology,Sanofi,2023-03-30,2024-09-30,30.12,41.32,102,68,461,Cool Dry Place,273,15.3666666666666,6.63774403470715,Low Risk,No immediate action required
BATCH-1635,Losartan,Cardiology,Pfizer,2023-09-23,2026-08-31,46.06,76.47,435,46,305,Refrigerated,973,10.1666666666666,42.7868852459016,Low Risk,No immediate action required
BATCH-1636,Amoxicillin,Antibiotics,Novartis,2023-05-22,2026-02-11,8.28,12.72,439,65,281,Refrigerated,772,9.36666666666666,46.8683274021352,Low Risk,No immediate action required
BATCH-1637,Omeprazole,Gastroenterology,Merck,2023-12-16,2026-05-04,30.78,40.47,116,22,183,Refrigerated,854,6.1,19.0163934426229,Low Risk,No immediate action required
BATCH-1638,Albuterol,Respiratory,AstraZeneca,2023-10-01,2026-08-28,11.58,18.37,250,97,79,Refrigerated,970,2.63333333333333,94.9367088607595,Low Risk,No immediate action required
BATCH-1639,Omeprazole,Gastroenterology,Merck,2023-04-19,2024-12-23,5.84,10.44,342,38,223,Refrigerated,357,7.43333333333333,46.0089686098654,Low Risk,No immediate action required
BATCH-1640,Ibuprofen,Analgesics,Pfizer,2023-01-04,2024-07-19,23.81,40.16,271,56,267,Room Temperature,200,8.9,30.4494382022471,Low Risk,No immediate action required
BATCH-1641,Azithromycin,Antibiotics,Pfizer,2023-05-04,2024-08-19,30.87,45.44,203,87,18,Room Temperature,231,0.6,338.333333333333,High Risk,Redistribute to high-demand departments immediately
BATCH-1642,Losartan,Cardiology,AstraZeneca,2023-04-06,2025-12-01,39.13,66.49,231,21,557,Cool Dry Place,700,18.5666666666666,12.4416517055655,Low Risk,No immediate action required
BATCH-1643,Omeprazole,Gastroenterology,Pfizer,2023-12-01,2025-05-04,23.92,30.8,433,76,512,Room Temperature,489,17.0666666666666,25.37109375,Low Risk,No immediate action required
BATCH-1644,Losartan,Cardiology,Pfizer,2023-11-13,2025-04-14,18.81,29.58,476,100,571,Refrigerated,469,19.0333333333333,25.0087565674255,Low Risk,No immediate action required
BATCH-1645,Amlodipine,Cardiology,Novartis,2023-11-27,2026-03-01,4.21,6.79,94,32,174,Cool Dry Place,790,5.8,16.2068965517241,Low Risk,No immediate action required
BATCH-1646,Sertraline,Psychiatry,GlaxoSmithKline,2023-08-30,2026-05-28,47.9,61.07,29,88,200,Refrigerated,878,6.66666666666666,4.35,Low Risk,Reorder stock soon
BATCH-1647,Albuterol,Respiratory,Pfizer,2023-12-12,2025-03-16,11.65,16.67,104,91,408,Refrigerated,440,13.6,7.64705882352941,Low Risk,No immediate action required
BATCH-1648,Losartan,Cardiology,Cipla,2023-07-14,2026-01-20,22.84,34.08,203,42,553,Cool Dry Place,750,18.4333333333333,11.0126582278481,Low Risk,No immediate action required
BATCH-1649,Azithromycin,Antibiotics,GlaxoSmithKline,2023-07-01,2025-04-30,10.61,15.93,77,20,33,Cool Dry Place,485,1.1,70.0,Low Risk,No immediate action required
BATCH-1650,Amlodipine,Cardiology,GlaxoSmithKline,2023-10-20,2026-08-20,39.09,66.8,336,56,300,Cool Dry Place,962,10.0,33.6,Low Risk,No immediate action required
BATCH-1651,Lisinopril,Cardiology,Novartis,2023-09-06,2025-01-24,17.0,23.95,458,40,111,Cool Dry Place,389,3.7,123.783783783783,Low Risk,No immediate action required
BATCH-1652,Metoprolol,Cardiology,AstraZeneca,2023-05-16,2026-05-13,13.35,17.19,66,50,360,Refrigerated,863,12.0,5.5,Low Risk,No immediate action required
BATCH-1653,Paracetamol,Analgesics,Sanofi,2023-12-04,2026-05-09,17.36,23.32,466,50,423,Refrigerated,859,14.1,33.0496453900709,Low Risk,No immediate action required
BATCH-1654,Metformin,Diabetes,Pfizer,2023-01-19,2025-01-13,10.96,17.71,127,38,133,Cool Dry Place,378,4.43333333333333,28.6466165413533,Low Risk,No immediate action required
BATCH-1655,Metformin,Diabetes,Pfizer,2023-12-05,2024-12-08,42.94,74.48,418,36,77,Cool Dry Place,342,2.56666666666666,162.857142857142,Low Risk,No immediate action required
BATCH-1656,Amlodipine,Cardiology,Merck,2023-07-03,2025-06-24,47.56,79.19,426,30,223,Refrigerated,540,7.43333333333333,57.3094170403587,Low Risk,No immediate action required
BATCH-1657,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-08-07,2026-04-11,41.47,68.79,296,34,403,Refrigerated,831,13.4333333333333,22.0347394540942,Low Risk,No immediate action required
BATCH-1658,Omeprazole,Gastroenterology,Novartis,2023-06-17,2025-07-28,16.83,27.2,426,39,219,Room Temperature,574,7.3,58.3561643835616,Low Risk,No immediate action required
BATCH-1659,Omeprazole,Gastroenterology,Pfizer,2023-07-23,2026-01-20,14.64,23.16,23,79,496,Cool Dry Place,750,16.5333333333333,1.39112903225806,Low Risk,Reorder stock soon
BATCH-1660,Levothyroxine,Endocrinology,Pfizer,2023-05-18,2025-01-20,18.62,33.36,38,21,565,Refrigerated,385,18.8333333333333,2.01769911504424,Low Risk,No immediate action required
BATCH-1661,Paracetamol,Analgesics,Cipla,2023-08-12,2025-09-03,2.21,3.45,107,61,545,Refrigerated,611,18.1666666666666,5.88990825688073,Low Risk,No immediate action required
BATCH-1662,Levothyroxine,Endocrinology,Pfizer,2023-02-16,2025-07-18,38.91,50.4,416,90,393,Room Temperature,564,13.1,31.7557251908396,Low Risk,No immediate action required
BATCH-1663,Amlodipine,Cardiology,Novartis,2023-02-07,2024-10-03,2.55,4.28,156,91,51,Cool Dry Place,276,1.7,91.7647058823529,Low Risk,No immediate action required
BATCH-1664,Gabapentin,Neurology,GlaxoSmithKline,2023-06-26,2024-11-11,43.74,64.21,153,68,238,Cool Dry Place,315,7.93333333333333,19.2857142857142,Low Risk,No immediate action required
BATCH-1665,Sertraline,Psychiatry,Novartis,2023-05-14,2025-01-09,20.75,28.83,181,28,469,Room Temperature,374,15.6333333333333,11.5778251599147,Low Risk,No immediate action required
BATCH-1666,Azithromycin,Antibiotics,Novartis,2023-11-12,2025-05-04,47.26,64.75,420,82,374,Room Temperature,489,12.4666666666666,33.6898395721925,Low Risk,No immediate action required
BATCH-1667,Metformin,Diabetes,AstraZeneca,2023-11-19,2026-04-18,44.72,76.41,310,86,87,Refrigerated,838,2.9,106.896551724137,Low Risk,No immediate action required
BATCH-1668,Paracetamol,Analgesics,Cipla,2023-02-21,2024-09-22,39.59,55.52,225,90,128,Refrigerated,265,4.26666666666666,52.734375,Low Risk,No immediate action required
BATCH-1669,Albuterol,Respiratory,Pfizer,2023-09-08,2024-10-19,3.72,5.36,209,47,31,Room Temperature,292,1.03333333333333,202.258064516129,Low Risk,No immediate action required
BATCH-1670,Ibuprofen,Analgesics,Cipla,2023-08-23,2024-12-14,35.44,57.22,374,30,377,Room Temperature,348,12.5666666666666,29.761273209549,Low Risk,No immediate action required
BATCH-1671,Azithromycin,Antibiotics,Novartis,2023-05-10,2025-12-09,13.7,21.33,104,33,548,Room Temperature,708,18.2666666666666,5.6934306569343,Low Risk,No immediate action required
BATCH-1672,Atorvastatin,Cardiology,Cipla,2023-05-28,2026-02-22,47.66,70.83,102,27,46,Cool Dry Place,783,1.53333333333333,66.5217391304347,Low Risk,No immediate action required
BATCH-1673,Metformin,Diabetes,Novartis,2023-06-09,2024-08-28,26.24,42.89,7,71,238,Room Temperature,240,7.93333333333333,0.88235294117647,Low Risk,Reorder stock soon
BATCH-1674,Lisinopril,Cardiology,Sanofi,2023-01-28,2024-09-11,48.55,81.2,116,53,91,Room Temperature,254,3.03333333333333,38.2417582417582,Low Risk,No immediate action required
BATCH-1675,Metoprolol,Cardiology,AstraZeneca,2023-02-02,2025-12-19,34.61,41.63,390,81,214,Refrigerated,718,7.13333333333333,54.6728971962616,Low Risk,No immediate action required
BATCH-1676,Metformin,Diabetes,Pfizer,2023-10-26,2026-10-13,14.99,26.24,327,73,422,Cool Dry Place,1016,14.0666666666666,23.2464454976303,Low Risk,No immediate action required
BATCH-1677,Omeprazole,Gastroenterology,Pfizer,2023-12-14,2026-06-30,12.11,18.83,301,64,149,Room Temperature,911,4.96666666666666,60.6040268456375,Low Risk,No immediate action required
BATCH-1678,Gabapentin,Neurology,Sanofi,2023-01-16,2024-07-11,26.21,34.8,334,49,417,Room Temperature,192,13.9,24.0287769784172,Low Risk,No immediate action required
BATCH-1679,Metformin,Diabetes,Cipla,2023-12-01,2025-04-12,34.39,60.6,229,52,317,Room Temperature,467,10.5666666666666,21.6719242902208,Low Risk,No immediate action required
BATCH-1680,Amoxicillin,Antibiotics,Pfizer,2023-12-06,2026-03-17,21.74,34.69,188,96,106,Room Temperature,806,3.53333333333333,53.2075471698113,Low Risk,No immediate action required
BATCH-1681,Paracetamol,Analgesics,Merck,2023-08-06,2026-02-01,6.91,9.15,55,46,540,Cool Dry Place,762,18.0,3.05555555555555,Low Risk,No immediate action required
BATCH-1682,Lisinopril,Cardiology,Novartis,2023-06-27,2026-01-12,41.39,64.76,398,40,210,Cool Dry Place,742,7.0,56.8571428571428,Low Risk,No immediate action required
BATCH-1683,Paracetamol,Analgesics,Cipla,2023-05-17,2024-11-04,25.99,44.86,304,61,560,Cool Dry Place,308,18.6666666666666,16.2857142857142,Low Risk,No immediate action required
BATCH-1684,Levothyroxine,Endocrinology,GlaxoSmithKline,2023-08-02,2025-04-26,6.5,7.89,288,85,310,Room Temperature,481,10.3333333333333,27.8709677419354,Low Risk,No immediate action required
BATCH-1685,Paracetamol,Analgesics,Pfizer,2023-09-12,2025-11-27,3.12,4.07,317,35,6,Room Temperature,696,0.2,1585.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1686,Levothyroxine,Endocrinology,Pfizer,2023-06-13,2024-07-26,17.7,31.78,368,87,203,Room Temperature,207,6.76666666666666,54.3842364532019,Low Risk,No immediate action required
BATCH-1687,Sertraline,Psychiatry,Cipla,2023-10-18,2025-07-18,10.91,14.32,463,23,83,Cool Dry Place,564,2.76666666666666,167.349397590361,Low Risk,No immediate action required
BATCH-1688,Amoxicillin,Antibiotics,Pfizer,2023-08-22,2026-06-08,9.14,13.25,243,97,165,Room Temperature,889,5.5,44.1818181818181,Low Risk,No immediate action required
BATCH-1689,Sertraline,Psychiatry,GlaxoSmithKline,2023-08-25,2025-11-07,45.13,64.21,36,59,379,Cool Dry Place,676,12.6333333333333,2.84960422163588,Low Risk,Reorder stock soon
BATCH-1690,Atorvastatin,Cardiology,Pfizer,2023-01-21,2025-08-05,19.24,31.08,471,51,380,Refrigerated,582,12.6666666666666,37.1842105263157,Low Risk,No immediate action required
BATCH-1691,Azithromycin,Antibiotics,Merck,2023-11-07,2026-01-09,14.22,18.98,123,20,338,Refrigerated,739,11.2666666666666,10.9171597633136,Low Risk,No immediate action required
BATCH-1692,Omeprazole,Gastroenterology,GlaxoSmithKline,2023-07-29,2025-12-07,20.47,29.8,286,21,401,Room Temperature,706,13.3666666666666,21.3965087281795,Low Risk,No immediate action required
BATCH-1693,Levothyroxine,Endocrinology,AstraZeneca,2023-10-06,2025-09-27,11.51,17.4,469,37,600,Cool Dry Place,635,20.0,23.45,Low Risk,No immediate action required
BATCH-1694,Atorvastatin,Cardiology,Cipla,2023-12-19,2025-06-10,2.79,4.68,197,21,28,Room Temperature,526,0.933333333333333,211.071428571428,Low Risk,No immediate action required
BATCH-1695,Lisinopril,Cardiology,Merck,2023-04-21,2024-07-31,38.01,46.64,47,99,155,Cool Dry Place,212,5.16666666666666,9.09677419354838,Low Risk,Reorder stock soon
BATCH-1696,Gabapentin,Neurology,Pfizer,2023-10-25,2025-07-22,14.1,20.98,176,76,591,Refrigerated,568,19.7,8.93401015228426,Low Risk,No immediate action required
BATCH-1697,Metoprolol,Cardiology,Pfizer,2023-03-21,2025-01-25,46.49,59.35,309,39,312,Room Temperature,390,10.4,29.7115384615384,Low Risk,No immediate action required
BATCH-1698,Gabapentin,Neurology,Pfizer,2023-02-28,2024-11-08,19.55,30.48,496,65,599,Refrigerated,312,19.9666666666666,24.8414023372287,Low Risk,No immediate action required
BATCH-1699,Atorvastatin,Cardiology,AstraZeneca,2023-12-19,2026-06-04,17.64,25.13,35,91,549,Cool Dry Place,885,18.3,1.91256830601092,Low Risk,Reorder stock soon
BATCH-1700,Paracetamol,Analgesics,Sanofi,2023-03-14,2025-12-05,48.48,65.68,93,65,225,Room Temperature,704,7.5,12.4,Low Risk,No immediate action required
BATCH-1701,Levothyroxine,Endocrinology,GlaxoSmithKline,2023-05-17,2026-01-04,45.2,76.49,460,24,242,Room Temperature,734,8.06666666666666,57.0247933884297,Low Risk,No immediate action required
BATCH-1702,Sertraline,Psychiatry,AstraZeneca,2023-03-06,2025-12-29,7.75,12.86,371,52,558,Refrigerated,728,18.6,19.9462365591397,Low Risk,No immediate action required
BATCH-1703,Amoxicillin,Antibiotics,AstraZeneca,2023-08-06,2026-03-11,11.52,16.6,26,41,57,Cool Dry Place,800,1.9,13.6842105263157,Low Risk,Reorder stock soon
BATCH-1704,Albuterol,Respiratory,Novartis,2023-12-28,2025-12-18,29.28,38.48,463,24,373,Cool Dry Place,717,12.4333333333333,37.2386058981233,Low Risk,No immediate action required
BATCH-1705,Metoprolol,Cardiology,Cipla,2023-03-14,2025-04-17,4.48,7.25,98,40,497,Room Temperature,472,16.5666666666666,5.91549295774647,Low Risk,No immediate action required
BATCH-1706,Ibuprofen,Analgesics,Sanofi,2023-08-28,2025-02-18,40.65,49.93,238,37,433,Room Temperature,414,14.4333333333333,16.4896073903002,Low Risk,No immediate action required
BATCH-1707,Gabapentin,Neurology,Merck,2023-07-12,2024-10-22,21.51,35.09,203,76,597,Refrigerated,295,19.9,10.2010050251256,Low Risk,No immediate action required
BATCH-1708,Lisinopril,Cardiology,Pfizer,2023-02-06,2024-12-29,29.96,36.8,241,38,51,Room Temperature,363,1.7,141.764705882352,Low Risk,No immediate action required
BATCH-1709,Amlodipine,Cardiology,Sanofi,2023-03-19,2026-03-13,2.98,5.01,36,72,398,Room Temperature,802,13.2666666666666,2.71356783919597,Low Risk,Reorder stock soon
BATCH-1710,Paracetamol,Analgesics,GlaxoSmithKline,2023-07-02,2025-03-25,24.52,39.37,403,88,496,Room Temperature,449,16.5333333333333,24.3749999999999,Low Risk,No immediate action required
BATCH-1711,Gabapentin,Neurology,Merck,2023-11-12,2026-05-24,10.75,16.8,185,57,222,Cool Dry Place,874,7.4,25.0,Low Risk,No immediate action required
BATCH-1712,Metoprolol,Cardiology,Novartis,2023-07-30,2025-02-04,41.04,61.35,333,28,175,Cool Dry Place,400,5.83333333333333,57.0857142857142,Low Risk,No immediate action required
BATCH-1713,Levothyroxine,Endocrinology,Novartis,2023-07-02,2025-01-26,2.27,3.93,369,80,18,Room Temperature,391,0.6,615.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1714,Gabapentin,Neurology,GlaxoSmithKline,2023-06-21,2026-02-05,48.33,73.18,459,49,404,Refrigerated,766,13.4666666666666,34.0841584158415,Low Risk,No immediate action required
BATCH-1715,Lisinopril,Cardiology,Pfizer,2023-12-28,2026-03-06,42.79,66.96,243,65,405,Refrigerated,795,13.5,18.0,Low Risk,No immediate action required
BATCH-1716,Gabapentin,Neurology,Novartis,2023-11-22,2024-12-05,31.06,38.58,195,40,149,Cool Dry Place,339,4.96666666666666,39.2617449664429,Low Risk,No immediate action required
BATCH-1717,Gabapentin,Neurology,AstraZeneca,2023-02-06,2024-05-27,20.53,35.75,319,48,10,Cool Dry Place,147,0.333333333333333,957.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1718,Levothyroxine,Endocrinology,Novartis,2023-09-28,2025-06-29,11.31,15.65,144,75,207,Cool Dry Place,545,6.9,20.8695652173913,Low Risk,No immediate action required
BATCH-1719,Amoxicillin,Antibiotics,Novartis,2023-04-27,2025-11-19,5.53,9.45,133,30,83,Room Temperature,688,2.76666666666666,48.0722891566265,Low Risk,No immediate action required
BATCH-1720,Lisinopril,Cardiology,Cipla,2023-04-06,2025-10-22,49.03,63.16,141,21,170,Refrigerated,660,5.66666666666666,24.8823529411764,Low Risk,No immediate action required
BATCH-1721,Gabapentin,Neurology,Pfizer,2023-01-27,2025-10-02,30.72,41.74,191,38,220,Cool Dry Place,640,7.33333333333333,26.0454545454545,Low Risk,No immediate action required
BATCH-1722,Ibuprofen,Analgesics,Cipla,2023-10-12,2025-07-07,46.82,63.77,114,34,579,Room Temperature,553,19.3,5.90673575129533,Low Risk,No immediate action required
BATCH-1723,Gabapentin,Neurology,Pfizer,2023-05-14,2025-01-01,38.34,46.78,333,61,155,Refrigerated,366,5.16666666666666,64.4516129032258,Low Risk,No immediate action required
BATCH-1724,Albuterol,Respiratory,Merck,2023-04-05,2025-09-14,35.64,51.8,323,25,579,Cool Dry Place,622,19.3,16.7357512953367,Low Risk,No immediate action required
BATCH-1725,Amlodipine,Cardiology,Cipla,2023-08-02,2025-03-01,48.72,80.35,271,40,147,Refrigerated,425,4.9,55.3061224489795,Low Risk,No immediate action required
BATCH-1726,Lisinopril,Cardiology,GlaxoSmithKline,2023-09-08,2026-08-06,9.59,16.31,468,69,595,Room Temperature,948,19.8333333333333,23.5966386554621,Low Risk,No immediate action required
BATCH-1727,Amlodipine,Cardiology,GlaxoSmithKline,2023-03-09,2024-11-05,24.13,41.44,437,66,380,Cool Dry Place,309,12.6666666666666,34.5,Low Risk,No immediate action required
BATCH-1728,Amlodipine,Cardiology,GlaxoSmithKline,2023-05-05,2024-09-22,41.66,58.98,478,72,573,Cool Dry Place,265,19.1,25.0261780104712,Low Risk,No immediate action required
BATCH-1729,Amoxicillin,Antibiotics,Merck,2023-09-26,2026-02-18,41.31,68.47,122,29,458,Cool Dry Place,779,15.2666666666666,7.99126637554585,Low Risk,No immediate action required
BATCH-1730,Ibuprofen,Analgesics,Cipla,2023-07-27,2026-02-01,49.77,84.03,364,76,117,Room Temperature,762,3.9,93.3333333333333,Low Risk,No immediate action required
BATCH-1731,Atorvastatin,Cardiology,Cipla,2023-05-10,2024-12-09,20.78,35.75,420,66,241,Cool Dry Place,343,8.03333333333333,52.2821576763485,Low Risk,No immediate action required
BATCH-1732,Metformin,Diabetes,Sanofi,2023-11-13,2026-01-30,34.18,59.03,270,25,35,Room Temperature,760,1.16666666666666,231.428571428571,Low Risk,No immediate action required
BATCH-1733,Azithromycin,Antibiotics,AstraZeneca,2023-11-13,2026-06-22,19.6,29.77,242,76,440,Cool Dry Place,903,14.6666666666666,16.5,Low Risk,No immediate action required
BATCH-1734,Azithromycin,Antibiotics,Merck,2023-02-09,2024-04-25,28.17,39.17,216,33,528,Room Temperature,115,17.6,12.2727272727272,Low Risk,No immediate action required
BATCH-1735,Ibuprofen,Analgesics,Sanofi,2023-01-12,2025-12-01,28.81,37.41,410,64,182,Room Temperature,700,6.06666666666666,67.5824175824175,Low Risk,No immediate action required
BATCH-1736,Lisinopril,Cardiology,GlaxoSmithKline,2023-06-25,2024-07-01,8.5,13.46,393,71,44,Refrigerated,182,1.46666666666666,267.954545454545,High Risk,Redistribute to high-demand departments immediately
BATCH-1737,Paracetamol,Analgesics,GlaxoSmithKline,2023-08-08,2025-09-24,27.58,48.84,420,61,431,Room Temperature,632,14.3666666666666,29.2343387470997,Low Risk,No immediate action required
BATCH-1738,Omeprazole,Gastroenterology,Merck,2023-11-16,2024-11-25,33.36,54.47,472,55,434,Refrigerated,329,14.4666666666666,32.626728110599,Low Risk,No immediate action required
BATCH-1739,Gabapentin,Neurology,Cipla,2023-06-26,2024-08-29,16.18,22.89,489,38,120,Cool Dry Place,241,4.0,122.25,Low Risk,No immediate action required
